name,gender,attributes,colour,price,category,desc
Maternity Soft Rib Zip High Neck Midi Dress,female,NA,beige,£13.50,MATERNITY CLOTHING,"Step out in style with this comfortable yet stylish maternity dress. Created to fit you and your growing bump, our pregnancy dresses are designed with a little more room around the middle. From maternity smock dresses to maternity occasion dresses, we’ve got a style for every occasion. Pair this one with simple sandals and barely there jewellery and you’re good to go! Keeping things casual? Pair with flatform trainers and a denim jacket for an effortlessly cool look. Look cute, feel comfy."
Satin Cowl Back Top,female,95% POLYESTER 5% ELASTANE. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,purple,£12.00,NEW IN,"Wanna bring the heat? Slip into a slinky satin top for an instant upgrade to any outfit. Featuring a soft and floaty satin with a glossy finish, a satin top is the perfect going out top to transition from day to night and office to dinner. A satin cami top and pleated skirt are perfect picnic partners – choose them in pastels for a springtime style, while a black satin top and jeans will always be a safe bet for a first-date."
Contrast Runner Short,female,NA,khaki,£4.50,SHORTS,"Step up your fitness game this season with this pair of runner shorts from boohoo. From soft jersey materials to high rise fits, our running shorts are cut to ensure optimal comfort while you move. Designed to keep you comfortable as you boss that 5k, this style has maximum breathability and movement. Complete with curved hem detailing and contrast trims, these practical pieces don’t compromise on style. Just grab your running trainers and a sports bra and you’re ready to go."
Petite Rib Knit Collared Cardigan,female,80% viscose. 20% elastane. model wears size 10 machine wash,mint,£11.25,SUSTAINABILITY,"Keep things cosy this season in boohoo’s range of petite knitwear. Designed especially for petite queens 5’3’’ and under, our pieces been cut slightly shorter to ensure the perfect fit. From petite jumpers to petite cardigans, we’ve got all your off-duty looks sorted, girl. Whether you’re heading for a cosy cinema date or just running errands, this one is the perfect addition to add to your transitional wardrobe. Need inspo? This piece would look killer with mom jeans and chunky trainers."
Orange Paisley Printed Cami Top,female,Machine Washable. 95% Polyester 5% Elastane. Model Wears UK Size 10,orange,£10.00,NEW IN,"A versatile wardrobe staple which no wardrobe is complete without, step up your fashion game this season with a must-have crop top. Exposing the midriff and giving the illusion of longer legs, crop tops are the ideal match for skirts, jeans, and everything in-between. Our crop tops collection includes cool cropped slogan tees, festival-ready crochet pieces, intricate bead embellishments and figure-flattering ribbed textures. A classic 90s favourite, you can't go wrong with a stylish crop top."
Revolution Pore Blur Primer,female,NA,transparent,£7.00,FACE,"From foundations to powders, our face makeup is here to set the base and get your beauty look nailed. Try a setting spray to keep your makeup in place all day or add a bronzer to create colour and dimension. Our beauty offering just got an upgrade with must-have primers, matte-finish powders and dreamy blushers – over to you to create the looks."
Oversized Checked Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,red,£15.00,SKIRTS,"Casual, comfy, and just the perfect level of oversized, keep things classic this season with a checked shirt. From low-key date nights to chill Sunday strolls, you can't go wrong with a checkered shirt. Perfect for layering, style yours out with a pair of on-trend joggers and a crop top, or elevate your outfit with a gingham shirt and biker boots. An iconic style staple over and over again, an oversized checked shirt will always be one of our go-to weekend essentials."
Faux Fur Mittens,female,"Material: 100% polyester, Excluding trims",beige,£10.00,ACCESSORIES,"Stay warm and fabulous and grab our all-weather worthy collection of women's hats, scarves and gloves. Looking good in layers has never been easier with edgy beret hats or beanies. Grab a wrap-able chunky knit scarf from a women's scarves edit - it's the perfect layer for that new coat you just bought. Finish off the look and keep your hands warm with our women's gloves - from leather to knitted, add a serious colour pop to your 'fit."
Plus Wide Soft Rib Lettuce Hem Midi Dress,female,95% Polyester. 5% Elastane. Machine wash. Model wears UK size 16.,black,£15.00,PLUS SIZE DRESSES,"Bring a new kinda attitude in this latest piece from our collection of plus size dresses. Available in UK sizes 16-24, our range of curve dresses carries all the on-trend pieces you need to feel confident. Whether it's a plus size black dress or skater style you're adding to your basket, we promise no more awkward fits, just dresses you can depend on. Work a flattering plus size shirt dress or smock shapes during the day, then take on the night in sexy styles, maxi lengths and Bardot necklines."
White Plus Lizzo 'About Time' Sweatshirt,female,NA,white,£30.00,NEW IN,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Tie Dye Printed Balloon Sleeve Blouse,female,100% POLYESTER. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,orange,£15.00,TOPS,"A loose-fitting, lightweight garment with a feminine feel, a blouse is the ultimate wardrobe staple that never goes out of style. Floaty, chic, and far from basic, go from day to night with this classic piece. Whether you choose a floral blouse with jeans for a low-key vibe or drop jaws with a classic satin blouse and trousers, you’ll be reaching for this style season after season. Seen in updated prints and classic neutrals, we’re talking minimal effort, maximum payoff."
Purple Brushed Rib Zip Through Bodysuit,female,NA,mauve,£11.25,NEW IN,"Add style points to any outfit with a fail-safe bodysuit. A one-piece garment that's supportive, form-fitting, and the perfect base layer for any outfit, this bodysuit promises to accentuate your curves while still being the most comfortable thing in your wardrobe... winner. Whether you're after a wow-worthy number for a date night or a chic piece for the office—you name it, we've got it. This season we're feeling women's bodysuits with lace-up details, plunging necklines and sheer fabrics ...it's a vibe."
Plus Chiffon Drape Tie Detail Shirt Blouse,female,100% Polyester. Machine Wash. Model wears UK size 16.,orange,£18.75,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Tall Oversized Joggers,female,100% Polyester. Machine wash. Model wears UK size 10.,stone,£11.25,TALL JOGGERS,"Say heyyyy to comfort heaven with tall joggers. Tailored to tall girls, these soft, comfortable and warm joggers are the essential staple you need in your wardrobe. Whether it’s a chill Sunday, film marathon with your girls or a quiet night in for one, these long leg joggers not only look iconic but have more fabric on the legs and are designed to fit those 5’7 and over. You’ll never need to question comfort again."
Leather Look Knot Front Midaxi Skirt,female,100% Polyester 100% Polyurethane. Wash with similar colours. Model wears size 10.,black,£13.50,SKIRTS,"Looking for a new wardrobe staple? Look no further than this faux leather skirt. An ideal alternative to your go-to plain styles, a leather look skirt is the perfect way to max out your looks. Versatile, statement making, and guaranteed to turn heads at the bar. A black leather skirt is perfect for every season, or try a brown leather look skater skirt for a new-season update. From matte finishes to sultry slits, metallic shells and asymmetric hems, just pair with sky-high heels and a bodysuit for maximum impact."
White Petite Dsgn Studio Printed T-shirt,female,100% Cotton. Machine Wash. Model Wears Size M.,white,£7.50,PETITE TOPS,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Borg Lined Metal Trim Clogs,female,Upper: synthetic suede Lining: synthetic material Outer: synthetic materials,black,£16.50,SHOES,"Designed with an open back and no straps around the heel, mules are our favourite game-changer. Loved for their slip on design, you can boost basic outfits with these mule shoes. From pointed toe details to fringe trims and buckle finishes in flat or heel designs, our full collection of mule shoes has your day-to-night shoe-drobe covered. Team with short hems and shredded mom jeans - it's over to you."
Petite Basic Cotton Boxy Fit T-shirt,female,NA,stone,£6.00,NEW IN,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Dsgn Studio Slogan 2 Pack Sports Sock,female,"78% Cotton, 21% Polyester, 1% Elastane. ONE SIZE.",grey,£4.50,TIGHTS & SOCKS,"You can never have too many tights and socks. Discover our selection of women's tights, from go-to all black tights to fishnets, opaque and bold patterns. Why not be colourful and playful with our women's socks, with everything from retro ruffle cuffs to sports socks. Make outfits interesting by teaming trainers with glitter socks or wearing lace tights with patterned dresses for a statement finish."
Basic Jersey Button Front Cropped Blazer,female,95% Polyester and 5% Elastane. Machine Washable. Model Wears UK Size 10.,grey,£15.00,COATS & JACKETS,"A menswear classic with a feminine edge, add a touch of soft tailoring to your wardrobe with a blazer. Resembling a suit jacket but cut more casually for an effortlessly chic look, blazers are the trans-seasonal piece you need. Featuring lapels and button detailing, we've got blazers for women who wanna bring a new kinda energy to their outfits. Team a double-breasted blazer with some heel boots, or get on board with the oversized trend and go for longline pieces for an edgy vibe."
Rib Ruched Detail Midi Dress,female,95% Polyester 5% Elastane. Do not dry clean. Model wears UK size 10.,black,£13.50,DRESSES,"Give your wardrobe a new-season update with a ruched dress from boohoo. A ruched dress is universally flattering with its pleated and gathering detail, and is perfect for any body shape (that’s why it’s our newest go-to for all upcoming plans). From ruched bodycon dresses to midi styles, this is a piece you’ll be reaching for all year long. Dress this one up with some statement heels or down with a pair of chunky trainers and an oversized shacket. Easy as."
Tall Halterneck Rib Knit Longsleeve Bodysuit,female,100% Acrylic. Machine wash. Model wears UK size UK10.,chocolate,£13.50,SUSTAINABILITY,"Tall girls, we’ve got your back this season. This tall bodysuit is designed specifically for women 5’7” and over, perfect for longer torsos with a seamless, tucked-in finish, ideal for accentuating the figure. Say goodbye to clothes that compromise on comfort - our tall bodysuits are comfortable and practical, as well as versatile. Style these with ease, accessorising to your exact tastes and dress up or down to suit the occasion."
Bubble Print Half Zip Oversized Sweatshirt,female,NA,grey,£25.00,TRACKSUITS,"This tracksuit is perfect for a head to toe refresh. Complete with matching hoodie and joggers, it's about to become your ultimate winter fit (just wear it with your go-to trainers). We've come through with our latest collection of  women's tracksuits girl, go take a look."
Plus Basic Jersey Square Neck Unitard,female,"95% Polyester, 5% Elastane. Machine wash. Model wears UK size 16.",grey marl,£11.25,PLUS SIZE PLAYSUITS & JUMPSUITS,"Looking for an alternative from your usual go-to dress? This all-in-one style from our latest edit of plus size jumpsuits & playsuits is the wardrobe upgrade you need. Made with extra fabric for the perfect fit, this style balances our the hips while accentuating your curves (we’re already sold). Stocking all the key pieces for a new season refresh, grab a plus size jumpsuit in culotte lengths, long sleeves or tie waist detailing for an instant outfit winner. Is a romper more your vibe? We're loving pretty prints and off the shoulder silhouettes with our range of plus size playsuits."
Cotton Blend Long Sleeve Midaxi Dress,female,95% Cotton 5% Elastane. Model wears size 10,chocolate,£13.50,DRESSES,"Colder days are incoming. Layer up this season with a long sleeve dress to embrace cold weather days. Complete with a full sleeve extending from shoulder to arm, this style is perfect for winter styling. Comfortable, warm, and the perfect addition to your winter wardrobe, choose a long sleeve maxi dress for formal events or opt for a long sleeve midi dress for off-duty plans. Team this one with chunky boots or statement heels…we're talking maximum impact, minimal effort."
Maternity Love Heart Pyjama Trouser Set,female,NA,black,£16.50,MATERNITY CLOTHING,"Comfort is definitely key during pregnancy. Thankfully, boohoo has you covered with our selection of maternity nightwear, pjs and nighties, especially created for all you baby-mamas-to-be. Super soft and always comfy, our collection will have you sorted as your bump grows (and grows and grows!). From maternity pyjamas to nursing nighties, you’ll never want to get dressed again. Just pair with your comfiest slippers and your fave silk scrunchie and you’re good to go. Loungewear heaven = achieved."
Plus Chiffon Ruffle Midaxi Dress,female,95% Polyester. 5% Elastane. Machine wash. Model wears UK size 16.,orange,£18.75,PLUS SIZE DRESSES,"A longline style that lengthens your silhouette and skims your curves for a super flattering look, create the fit you've been dreaming of this season with this plus size maxi dress. A versatile piece you can dress up with heels or keep casual with sliders, plus size long dresses are a wardrobe saviour when you don't know what to wear. Updated for the new season with floral prints, as well as some jersey pieces to keep your lounge style on lock, invest in a plus size floor length dress (it will look good on you)."
Brushed Rib Flare Sleeve Midaxi Dress,female,95% Polyester 5% Elastane. Do not dry clean. Model wears UK size 10.,cream,£18.75,DRESSES,"Got plans? Stay party ready with this fierce contouring bodycon dress. A figure flattering style made of a stretchy material that hugs your curves in all the right places, this form-fitting bodycon dress is the perfect style to achieve that flawless silhouette. From date night to girls night, a tight dress is the essential wardrobe must-have every girl needs. Bring the heat in a black bodycon dress or opt for bold prints get and get ready to be remembered. Just pair with statement earrings and killer heels...sorted."
Drop Shoulder Midi T-shirt Dress,female,95% Viscose 5% Elastane. Model wears size 10. Model wears UK size 10.,chocolate,£11.25,DRESSES,"Win serious style points this season with this T-shirt dress from our latest collection. Featuring an oversized t-shirt design which is loose fitting, timeless, and endlessly versatile, take an oversized t-shirt dress from AM to PM with statement jewellery and a dark lip. Create a low-key casual look with a white t-dress worn with trainers of your choice - a simple yet on-trend fit. Want to add extra detail? Go for a slogan t-shirt dress and let your outfit do the talking."
Dobby Ruffle Neck Long Sleeve Blouse,female,100% Polyester. Machine Washable. Model Wears UK Size 10,rose,£11.25,BLOUSES,"A loose-fitting, lightweight garment with a feminine feel, a blouse is the ultimate wardrobe staple that never goes out of style. Floaty, chic, and far from basic, go from day to night with this classic piece. Whether you choose a floral blouse with jeans for a low-key vibe or drop jaws with a classic satin blouse and trousers, you’ll be reaching for this style season after season. Seen in updated prints and classic neutrals, we’re talking minimal effort, maximum payoff."
Cut Out Flare Leg Jumpsuit,female,NA,chocolate,£18.00,JUMPSUITS & PLAYSUITS,"Introducing your newest wardrobe staple: this wide leg jumpsuit. A classic cut that lengthens the leg and accentuates the waistline, flare leg jumpsuits are known to be flattering to your curves. Complete with gathered sleeves, daring cut outs and pretty tie detailing, our collection is super practical and perfect for warmer weather. From classic black wide leg jumpsuits to linen-look styles, we’ve got something to match every vibe. Keep things simple with chunky sandals or take your look from day to night with barely-there heels."
Plus Textured Volume Sleeve V Neck Smock Top,female,95% Polyester 5% Elastane. Machine Wash. Model wears UK size 16.,black,£13.50,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Revolution IRL Filter Longwear Foundation,female,NA,f4,£10.00,FOUNDATIONS,"Congratulations, you’ve found the missing piece from your makeup bag. This foundation is perfect for enhancing your skin, creating a flawless base on which you can apply the rest of your daily makeup look, whether it’s bold and beautiful or naturally pretty and understated. With foundation makeup, you can even out flaws, redness and blemishes with ease, and say goodbye to bad skin days for good. An absolute essential, this foundation does it all."
Green Plus Linen Ruffle Wrap Blouse,female,100% Polyester. Machine Wash. Model Wears UK Size 16.,olive,£12.00,PLUS SIZE BLOUSES,"A certified wardrobe hero we can’t live without, cause a storm this season in this plus size blouse from our latest collection. A smart, tailored style cut off above the waist to accentuate your curves, this floaty style can be dressed up or down, depending on the vibe. Want that 'jeans and a nice top' look? Wear a plus size white blouse with your high waisted denim and some chunky trainers and your weekend uniform is set. Detail is key with this one, that's why we're loving plus size ruffle blouses to add texture to an everyday look."
Plus Super Soft Jersey Belted Robe,female,NA,chocolate,£11.25,NIGHTWEAR,"For that feel-good feeling when you slip out of your clothes and into your sleepwear, look no further than this latest piece from our plus size nightwear range. Featuring a soft and cosy material perfect for nighttime lounging, this style is made with extra fabric to ensure the perfect fit. Worn best with your go-to slippers, our plus size pyjamas sets come in sizes 16-24 so you can find the perfect cosy fit for you. Swap out trousers and shorts for a plus size nightie, seen in satin finishes and slogan prints. Sweet dreams girl."
Relaxed Fit Slouchy Wide Leg Trousers,female,NA,candy pink,£18.75,TROUSERS,"Work clothes don’t have to be boring, and these work trousers are a secure style. Slightly more formal attire, these are tailored, high waisted, and tapered at the ankle. Choose between button or zip-up detail, these are smart pants that are sharply tailored, serving some serious attitude. Always a practical piece to have in your wardrobe, throw these on and prepare to impress in any professional setting or scenario."
Satin Crop Top,female,100% Polyester. Model wears size 10,white,£9.00,SATIN TOPS,"Wanna bring the heat? Slip into a slinky satin top for an instant upgrade to any outfit. Featuring a soft and floaty satin with a glossy finish, a satin top is the perfect going out top to transition from day to night and office to dinner. A satin cami top and pleated skirt are perfect picnic partners – choose them in pastels for a springtime style, while a black satin top and jeans will always be a safe bet for a first-date."
Ultra High Waisted Tailored Flared Trousers,female,95% Polyester 5% Elastane. Wash with similar colours. Model wears size 10.,black,£15.00,TROUSERS,"Turn the heat up this season - these high waisted trousers are absolutely perfect for getting that blend between super cute and casual. You know what high rise trousers are brilliant for? Getting that cinched waist look. Sitting above the hips or at the naval, these trousers add definition to the smallest part of your body, creating or emphasising that hourglass figure and providing you with plenty of support. Keep it comfy - and keep your fit on point - with these high waisted trousers."
Text Print Slogan Sweater Tracksuit,female,"65% Cotton, 35% Polyester. Machine Wash. Model wears UK size M.",taupe,£30.00,TRACKSUITS,"This tracksuit is perfect for a head to toe refresh. Complete with matching hoodie and joggers, it's about to become your ultimate winter fit (just wear it with your go-to trainers). We've come through with our latest collection of  women's tracksuits girl, go take a look."
Revolution Ultimate Lights Shimmer Lip Kit,female,NA,chauffeur lights,£6.00,BEAUTY GIFT SETS,"Whether you’re buying for a fake tan lover, makeup worshipper or skincare guru, you’re guaranteed to find the perfect treat for someone special with our range of beauty gift sets. Complete with multiple beauty products, our beauty gifts are ideal for allowing someone to try products they wouldn’t normally buy (and require minimal effort when present buying too!). Treat yourself or your bestie to a beauty gift box this season."
Printed Rib Square Neck Bodycon Dress,female,NA,black,£11.25,DRESSES,"It’s the dress your nights out need - welcome the mini bodycon dress to your wardrobe girl. Let's face it, everyone needs a bodycon mini dress in their collection, and this one's got the perfect vibe for going out and making a statement. Wear it with lace up barely there heels and add some accessories for extra details. Can't decide what colour? We're loving red and black mini bodycon dresses for a look that serves you all season."
Geo Print Tie Waist Shirt Dress,female,90% Polyester 10% Elastane. Machine Wash. Model wears size 10,black,£15.00,DRESSES,"Nail your casuals this season with this shirt dress from our latest collection. Featuring collar detailing and a button front design, a shirt dress is timeless, universally flattering, and the perfect addition to your new-season wardrobe. Cool, breathable and an absolute staple, just pair with box-fresh trainers for off-duty days or go from day to night with sky-high heels and a statement red lip. From classic white shirt dresses to printed styles, we've got something to suit every vibe."
Racer Neck Keyhole Long Sleeve Bodysuit,female,NA,black,£11.25,LONG SLEEVE BODYSUITS,"Say hello to our new obsession: the long sleeve bodysuit. An all-in-one form-fitting garment that provides extra coverage without compromising on style, we can’t get enough of this versatile piece. From scoop-neck basics to glam eyelash lace, our edit of women's long sleeve bodysuits has got all occasions covered. Style a black long sleeve bodysuit with black skinny jeans to cut a sleek silhouette or break the mould with a printed mesh long sleeve leotard…it’s a whole vibe."
Satin Oversized Shirt Dress,female,100% Polyester. Machine Washable. Model Wears UK Size 10.,magenta,£18.75,DRESSES,"Made with a satin weave fabric, this satin dress is a wardrobe staple. Soft to touch and extra luxe, a silky dress is all you need - just add a statement jacket and heeled boots to catch eyes. Its breathable and lightweight fabric make it perfect for warmer weather, and it's just as versatile for colder months too. With a shiny finish, nothing’s more iconic than a red satin dress, worn best with killer heels and diamante hoops. We love a satin maxi dress to transition from day to night, just swap trainers for heels."
Cotton Belted Utility Playsuit,female,NA,orange,£20.00,JUMPSUITS & PLAYSUITS,"Got plans? Step aside dresses, ‘cos this going out playsuit is for you. An all-in-one piece guaranteed to accentuate your curves, this evening playsuit is leg-lengthening, silhouette balancing, and perfect for partywear. From ruched detailing to puff sleeves, cowl necklines, and lace trims, we have a style to match every vibe. Whether you’re heading out with bae or for cocktails with the girls, pair this one with lace up heels and a micro-bag and get ready to bring the heat."
Double Strap Buckle Detail Heeled Sandals,female,Heel Height: 7.5cm Upper: synthetic suede Lining: synthetic material Outer: synthetic materials,pink,£18.75,SHOES,"Bring the heat to your wardrobe this summertime with these heeled sandals. The design is all about being versatile with a heel that can vary in size. The shoes open with a strap over the foot and around the ankle to add simplicity to your overall look. Ideal for summer, the smart look of heel sandals can add a fancy element to your outfit - and the heel gives you legs for days. The best addition to an iconic summer outfit."
Leather Look Midi Skirt,female,100% Polyester 100% Polyurethane. Wash with similar colours. Model wears size 10.,stone,£11.25,SKIRTS,"Looking for a new wardrobe staple? Look no further than this faux leather skirt. An ideal alternative to your go-to plain styles, a leather look skirt is the perfect way to max out your looks. Versatile, statement making, and guaranteed to turn heads at the bar. A black leather skirt is perfect for every season, or try a brown leather look skater skirt for a new-season update. From matte finishes to sultry slits, metallic shells and asymmetric hems, just pair with sky-high heels and a bodysuit for maximum impact."
Printed Slinky Long Sleeve Lace Up Top,female,NA,black,£13.50,TOPS,"Warm, comfortable, and an A/W staple your wardrobe won't be complete without, our collection of long sleeve tops are here to serve fresh new looks in an instant. Seeking out those casual vibes? Keep all bases covered with a classic black long sleeve top. Need to make waves at work? Add a touch of sophistication to the office with a long sleeve blouse. Pair a long sleeve top with your fave denim or high waisted leather trousers and really let your shape do the talking."
Ripple Rib Half Zip Polo Collar Midi Dress,female,95% Polyester 5% Elastane/Spandex. Model wears UK size 10.,charcoal,£13.50,DRESSES,"It’s the dress your nights out need - welcome the mini bodycon dress to your wardrobe girl. Let's face it, everyone needs a bodycon mini dress in their collection, and this one's got the perfect vibe for going out and making a statement. Wear it with lace up barely there heels and add some accessories for extra details. Can't decide what colour? We're loving red and black mini bodycon dresses for a look that serves you all season."
Nude Petite V Front Chiffon Sleeve Cuffed Bodysuit,female,95% Polyester 5% Elastane. Machine Wash. Model Wears Size 10.,nude,£13.50,PETITE TOPS,"Gain some serious style points this season in this petite top. Cut shorter to ensure the perfect fit, our tops for petite women are designed for queens 5’3’’ and below. From petite t-shirts to petite blouses, we’ve got all the new-season styles you need in your wardrobe. Feeling casual? Dress it down with a pair of straight leg jeans and chunky trainers. If out out is more your vibe, team with some distressed hem shorts and killer heels for a major style statement."
Boutique High Neck Prom Dress,female,NA,red,£30.00,DRESSES,"Made with a satin weave fabric, this satin dress is a wardrobe staple. Soft to touch and extra luxe, a silky dress is all you need - just add a statement jacket and heeled boots to catch eyes. Its breathable and lightweight fabric make it perfect for warmer weather, and it's just as versatile for colder months too. With a shiny finish, nothing’s more iconic than a red satin dress, worn best with killer heels and diamante hoops. We love a satin maxi dress to transition from day to night, just swap trainers for heels."
Fit & Flare Seam Front Tailored Trousers,female,90% Polyester and 10% Elastane. Machine washable. Model Wears UK Size 10.,candy pink,£16.50,TROUSERS,"Work clothes don’t have to be boring, and these work trousers are a secure style. Slightly more formal attire, these are tailored, high waisted, and tapered at the ankle. Choose between button or zip-up detail, these are smart pants that are sharply tailored, serving some serious attitude. Always a practical piece to have in your wardrobe, throw these on and prepare to impress in any professional setting or scenario."
Plus Oversized Satin Utility Shirt,female,100% Polyester. Machine Wash. Model Wears UK Size 16.,black,£11.25,PLUS SIZE TOPS,"Introducing your new fave top from our latest collection of plus size tops. Chic, versatile, and the perfect addition to your new-season wardrobe, this style is everything you’ve been scrolling for. Pair with your fave jeans and chunky trainers for off-duty days or go all-out with wide leg trousers and statement heels. Want more? From wardrobe essentials like plus size shirts, to stand-out styles from our plus size party tops edit, find your everyday 'fits right here."
Black Plus Keyhole Cap Sleeve Top,female,95% Polyester. 5% Elastane. Machine Wash. Model wears a UK size 16.,black,£18.00,PLUS SIZE CLOTHING,"Update your wardrobe with this plus size bodysuit from our dedicated curve range. A form fitting, curve enhancing style with a press-stud fastening, this piece can be dressed up or down, depending on the vibe. Team with coated jeans and statement heels for date night plans, or pair with tailored trousers for a brunch date with your bestie. For an instant fresh 'fit, a plus size black bodysuit is perfect to replace your go-to t shirts. Got a date night planned? Team a dreamy plus size lace bodysuit with a leather skirt and standout heels."
Black Plus Linen Ruffle Wrap Blouse,female,100% Polyester. Machine Wash. Model Wears UK Size 16.,black,£12.00,PLUS SIZE BLOUSES,"A certified wardrobe hero we can’t live without, cause a storm this season in this plus size blouse from our latest collection. A smart, tailored style cut off above the waist to accentuate your curves, this floaty style can be dressed up or down, depending on the vibe. Want that 'jeans and a nice top' look? Wear a plus size white blouse with your high waisted denim and some chunky trainers and your weekend uniform is set. Detail is key with this one, that's why we're loving plus size ruffle blouses to add texture to an everyday look."
Beige Textured Semi Sheer Long Sleeve Top,female,96% Polyester and 4% Elastane. Machine Washable. Model Wears UK Size 10.,stone,£9.00,LONG SLEEVE TOPS,"Warm, comfortable, and an A/W staple your wardrobe won't be complete without, our collection of long sleeve tops are here to serve fresh new looks in an instant. Seeking out those casual vibes? Keep all bases covered with a classic black long sleeve top. Need to make waves at work? Add a touch of sophistication to the office with a long sleeve blouse. Pair a long sleeve top with your fave denim or high waisted leather trousers and really let your shape do the talking."
Premium Sculpt Sleeveless Top,female,95% POLYESTER 5% ELASTANE. MACHINE WASHABLE. MODEL WEARS A UK SIZE 10.,espresso,£11.25,VESTS,"Get your fashion basics right with this vest top. A sleeveless top with thin shoulder straps, vests are always a go-to choice that are comfortable and free to move around in. Loved for its versatile appeal, you can tuck it into jeans, throw on under a chunky jumper or sport it solo for a clean, simple vibe. Perfect for summer, the sleeveless top is an essential piece you can layer and play with even in winter months. From wide strap racers to the classic little strappy top, we’ve got all your favourite styles."
Textured Mini Shirt Dress,female,NA,black,£13.50,DRESSES,"Nail your casuals this season with this shirt dress from our latest collection. Featuring collar detailing and a button front design, a shirt dress is timeless, universally flattering, and the perfect addition to your new-season wardrobe. Cool, breathable and an absolute staple, just pair with box-fresh trainers for off-duty days or go from day to night with sky-high heels and a statement red lip. From classic white shirt dresses to printed styles, we've got something to suit every vibe."
Tie Front Tiger Print Shirt,female,100% Cotton. Machine Wash. Model wears UK size 10.,orange,£16.50,SKIRTS,"Nail the basics this season with a shirt from our latest collection. Featuring a classic collar, button detailing and a tailored fit, this one can be dressed up or down depending on your vibe. From boardroom looks to lazy brunches, when the weekend calls, throw on and go with a long sleeve shirt over a classic roll neck. Just add a pair of white trainers and your casual uniform is sorted. Want to stay fresh all day long? Throw on a staple white shirt with your most coveted denim."
Floral Ruffle Woven Playsuit,female,100% Polyester. Model wears UK size 10.,multi,£15.00,JUMPSUITS & PLAYSUITS,"Move over spots and stripes, this floral playsuit is here to mix up your neutrals this season. An all-in-one style that lengthens the legs and balances out the hips, this flowery playsuit is the perfect summer style to take you from day to night. Complete with ruffle detailing, frilled hems and flared sleeves, these pieces have serious add-to-bag potential. Choose from palm, daisy, and mixed florals and get ready to turn some serious heads. We love this one paired with statement heels and a micro-bag."
3d Tonal Embroidered Slogan Sweat Jogger,female,NA,pink,£16.50,SUSTAINABILITY,"These joggers were made to move (and chill) in. Paired with everything from oversized hoodies to your go-to crop top, these sweatpants are the only new season essential you need. Who knew jogging bottoms would make such a comeback? From high waisted joggers to black and tie dye styles, our  women's joggers edit has your every day fits covered."
Rib High Neck Jumper Dress,female,95% Polyester 5% Elastane. Model wears size 10,camel,£11.25,DRESSES,"Break the mould in this high neck dress from our latest collection. Cut close to the neck for a flattering fit which accentuates the bust line, this style brings serious attitude, and we’re obsessed. From classic high neck black dresses to midi styles in ribbed fabrics and new-season colourways, go from desk to drinks with ease. Pair with chunky boots for casual days or opt for barely-there heels and a statement clutch for events where you don’t wanna blend in."
Ruffle Belted Skater Dress,female,NA,stone,£15.00,DRESSES,"Every girl's wardrobe should include a classic skater dress, and we think this one is a pretty good starting point. Comprised of a fitted bodice with a flared skirt, this is a style that flatters all body shapes. Figure balancing, super flattering, and seriously easy to style, dress up with heels or down with trainers, depending on your vibe. Add statement jewellery and a red lip and get ready to turn some heads. Sexy but simple…we’re into it."
